test_time,cycle,current,voltage                                                                                                                  
6721.331,1,0.74,4.082                                                                                                                            
6722.331,1,0.74,4.082                                                                                                                            
6723.331,1,0.74,4.082                                                                                                                            
6724.331,1,0.74,4.083                                                                                                                            
6725.331,1,0.74,4.083                                                                                                                            
6726.331,1,0.74,4.083                                                                                                                            
6727.331,1,0.74,4.083                                                                                                                            
6728.331,1,0.74,4.084                                                                                                                            
6729.331,1,0.74,4.084                                                                                                                            
6730.331,1,0.74,4.084                                                                                                                            
6731.331,1,0.74,4.084                                                                                                                            
6732.331,1,0.74,4.085                                                                                                                            
6733.331,1,0.74,4.085                                                                                                                            
6734.331,1,0.74,4.085                                                                                                                            
6735.331,1,0.74,4.085                                                                                                                            
6736.331,1,0.74,4.086                                                                                                                            
6737.331,1,0.74,4.086                                                                                                                            
6738.331,1,0.74,4.087                                                                                                                            
6739.331,1,0.74,4.087                                                                                                                            
6740.331,1,0.74,4.087                                                                                                                            
6741.331,1,0.74,4.087                                                                                                                            
6742.331,1,0.74,4.087                                                                                                                            
6743.331,1,0.74,4.088                                                                                                                            
6744.331,1,0.74,4.088                                                                                                                            
6745.331,1,0.74,4.088                                                                                                                            
6746.331,1,0.74,4.089                                                                                                                            
6747.331,1,0.74,4.089                                                                                                                            
6748.331,1,0.74,4.089                                                                                                                            
6749.331,1,0.74,4.089                                                                                                                            
6750.331,1,0.74,4.09                                                                                                                             
6751.331,1,0.74,4.09                                                                                                                             
6752.331,1,0.74,4.09                                                                                                                             
6753.331,1,0.74,4.091                                                                                                                            
6754.331,1,0.74,4.091                                                                                                                            
6755.331,1,0.74,4.091                                                                                                                            
6756.331,1,0.74,4.091                                                                                                                            
6757.331,1,0.74,4.091                                                                                                                            
6758.331,1,0.74,4.092                                                                                                                            
6759.331,1,0.74,4.092                                                                                                                            
6760.331,1,0.74,4.092                                                                                                                            
6761.331,1,0.74,4.093                                                                                                                            
6762.331,1,0.74,4.093                                                                                                                            
6763.331,1,0.74,4.093                                                                                                                            
6764.331,1,0.74,4.093                                                                                                                            
6765.331,1,0.74,4.094                                                                                                                            
6766.331,1,0.74,4.094                                                                                                                            
6767.331,1,0.74,4.094                                                                                                                            
6768.331,1,0.74,4.095                                                                                                                            
6769.331,1,0.74,4.095                                                                                                                            
6770.331,1,0.74,4.095                                                                                                                            
6771.331,1,0.74,4.095                                                                                                                            
6772.331,1,0.74,4.095                                                                                                                            
6773.331,1,0.74,4.096                                                                                                                            
6774.331,1,0.74,4.096                                                                                                                            
6775.331,1,0.74,4.096                                                                                                                            
6776.331,1,0.74,4.097                                                                                                                            
6777.331,1,0.74,4.097                                                                                                                            
6778.331,1,0.74,4.097                                                                                                                            
6779.331,1,0.74,4.098                                                                                                                            
6780.331,1,0.74,4.098                                                                                                                            
6781.331,1,0.74,4.098                                                                                                                            
6782.331,1,0.74,4.098                                                                                                                            
6783.331,1,0.74,4.099                                                                                                                            
6784.331,1,0.74,4.099                                                                                                                            
6785.331,1,0.74,4.099                                                                                                                            
6786.331,1,0.74,4.099                                                                                                                            
6787.331,1,0.74,4.1                                                                                                                              
6788.331,1,0.74,4.1                                                                                                                              
6789.331,1,0.74,4.1                                                                                                                              
6790.331,1,0.74,4.1                                                                                                                              
6791.331,1,0.74,4.101                                                                                                                            
6792.331,1,0.74,4.101                                                                                                                            
6793.331,1,0.74,4.101                                                                                                                            
6794.331,1,0.74,4.101                                                                                                                            
6795.331,1,0.74,4.102                                                                                                                            
6796.331,1,0.74,4.102                                                                                                                            
6797.331,1,0.74,4.103                                                                                                                            
6798.331,1,0.74,4.103                                                                                                                            
6799.331,1,0.74,4.103                                                                                                                            
6800.331,1,0.74,4.103                                                                                                                            
6801.331,1,0.74,4.103                                                                                                                            
6802.331,1,0.74,4.104                                                                                                                            
6803.331,1,0.74,4.104                                                                                                                            
6804.331,1,0.74,4.104                                                                                                                            
6805.331,1,0.74,4.104                                                                                                                            
6806.331,1,0.74,4.105                                                                                                                            
6807.331,1,0.74,4.105                                                                                                                            
6808.331,1,0.74,4.105                                                                                                                            
6809.331,1,0.74,4.106                                                                                                                            
6810.331,1,0.74,4.106                                                                                                                            
6811.331,1,0.74,4.106                                                                                                                            
6812.331,1,0.74,4.107                                                                                                                            
6813.331,1,0.74,4.107                                                                                                                            
6814.331,1,0.74,4.107                                                                                                                            
6815.331,1,0.74,4.107                                                                                                                            
6816.331,1,0.74,4.108                                                                                                                            
6817.331,1,0.74,4.108                                                                                                                            
6818.331,1,0.74,4.108                                                                                                                            
6819.331,1,0.74,4.108                                                                                                                            
6820.331,1,0.74,4.109                                                                                                                            
6821.331,1,0.74,4.109                                                                                                                            
6822.331,1,0.74,4.109                                                                                                                            
6823.331,1,0.74,4.11                                                                                                                             
6824.331,1,0.74,4.11                                                                                                                             
6825.331,1,0.74,4.11                                                                                                                             
6826.331,1,0.74,4.11                                                                                                                             
6827.331,1,0.74,4.111                                                                                                                            
6828.331,1,0.74,4.111                                                                                                                            
6829.331,1,0.74,4.111                                                                                                                            
6830.331,1,0.74,4.112                                                                                                                            
6831.331,1,0.74,4.112                                                                                                                            
6832.331,1,0.74,4.112                                                                                                                            
6833.331,1,0.74,4.112                                                                                                                            
6834.331,1,0.74,4.113                                                                                                                            
6835.331,1,0.74,4.113                                                                                                                            
6836.331,1,0.74,4.113                                                                                                                            
6837.331,1,0.74,4.113                                                                                                                            
6838.331,1,0.74,4.113                                                                                                                            
6839.331,1,0.74,4.114                                                                                                                            
6840.331,1,0.74,4.114                                                                                                                            
6841.331,1,0.74,4.114                                                                                                                            
6842.331,1,0.74,4.115                                                                                                                            
6843.331,1,0.74,4.115                                                                                                                            
6844.331,1,0.74,4.115                                                                                                                            
6845.331,1,0.74,4.116                                                                                                                            
6846.331,1,0.74,4.116                                                                                                                            
6847.331,1,0.74,4.116                                                                                                                            
6848.331,1,0.74,4.116                                                                                                                            
6849.331,1,0.74,4.117                                                                                                                            
6850.331,1,0.74,4.117                                                                                                                            
6851.331,1,0.74,4.117                                                                                                                            
6852.331,1,0.74,4.118                                                                                                                            
6853.331,1,0.74,4.118                                                                                                                            
6854.331,1,0.74,4.118                                                                                                                            
6855.331,1,0.74,4.118                                                                                                                            
6856.331,1,0.74,4.119                                                                                                                            
6857.331,1,0.74,4.119                                                                                                                            
6858.331,1,0.74,4.119                                                                                                                            
6859.331,1,0.74,4.119                                                                                                                            
6860.331,1,0.74,4.12                                                                                                                             
6861.331,1,0.74,4.12                                                                                                                             
6862.331,1,0.74,4.12                                                                                                                             
6863.331,1,0.74,4.12                                                                                                                             
6864.331,1,0.74,4.121                                                                                                                            
6865.331,1,0.74,4.121                                                                                                                            
6866.331,1,0.74,4.121                                                                                                                            
6867.331,1,0.74,4.122                                                                                                                            
6868.331,1,0.74,4.122                                                                                                                            
6869.331,1,0.74,4.122                                                                                                                            
6870.331,1,0.74,4.123                                                                                                                            
6871.331,1,0.74,4.123                                                                                                                            
6872.331,1,0.74,4.123                                                                                                                            
6873.331,1,0.74,4.123                                                                                                                            
6874.331,1,0.74,4.124                                                                                                                            
6875.331,1,0.74,4.124                                                                                                                            
6876.331,1,0.74,4.124                                                                                                                            
6877.331,1,0.74,4.124                                                                                                                            
6878.331,1,0.74,4.125                                                                                                                            
6879.331,1,0.74,4.125                                                                                                                            
6880.331,1,0.74,4.125                                                                                                                            
6881.331,1,0.74,4.126                                                                                                                            
6882.331,1,0.74,4.126                                                                                                                            
6883.331,1,0.74,4.126                                                                                                                            
6884.331,1,0.74,4.127                                                                                                                            
6885.331,1,0.74,4.127                                                                                                                            
6886.331,1,0.74,4.127                                                                                                                            
6887.331,1,0.74,4.127                                                                                                                            
6888.331,1,0.74,4.128                                                                                                                            
6889.331,1,0.74,4.128                                                                                                                            
6890.331,1,0.74,4.128                                                                                                                            
6891.331,1,0.74,4.128                                                                                                                            
6892.331,1,0.74,4.129                                                                                                                            
6893.331,1,0.74,4.129                                                                                                                            
6894.331,1,0.74,4.129                                                                                                                            
6895.331,1,0.74,4.13                                                                                                                             
6896.331,1,0.74,4.13                                                                                                                             
6897.331,1,0.74,4.13                                                                                                                             
6898.331,1,0.74,4.13                                                                                                                             
6899.331,1,0.74,4.131                                                                                                                            
6900.331,1,0.74,4.131                                                                                                                            
6901.331,1,0.74,4.131                                                                                                                            
6902.331,1,0.74,4.132                                                                                                                            
6903.331,1,0.74,4.132                                                                                                                            
6904.331,1,0.74,4.132                                                                                                                            
6905.331,1,0.74,4.132                                                                                                                            
6906.331,1,0.74,4.133                                                                                                                            
6907.331,1,0.74,4.133                                                                                                                            
6908.331,1,0.74,4.134                                                                                                                            
6909.331,1,0.74,4.133                                                                                                                            
6910.331,1,0.74,4.134                                                                                                                            
6911.331,1,0.74,4.134                                                                                                                            
6912.331,1,0.74,4.134                                                                                                                            
6913.331,1,0.74,4.135                                                                                                                            
6914.331,1,0.74,4.135                                                                                                                            
6915.331,1,0.74,4.135                                                                                                                            
6916.331,1,0.74,4.136                                                                                                                            
6917.331,1,0.74,4.136                                                                                                                            
6918.331,1,0.74,4.136                                                                                                                            
6919.331,1,0.74,4.136                                                                                                                            
6920.331,1,0.74,4.137                                                                                                                            
6921.331,1,0.74,4.137                                                                                                                            
6922.331,1,0.74,4.137                                                                                                                            
6923.331,1,0.74,4.138                                                                                                                            
6924.331,1,0.74,4.138                                                                                                                            
6925.331,1,0.74,4.138                                                                                                                            
6926.331,1,0.74,4.138                                                                                                                            
6927.331,1,0.74,4.139                                                                                                                            
6928.331,1,0.74,4.139                                                                                                                            
6929.331,1,0.74,4.139                                                                                                                            
6930.331,1,0.74,4.14                                                                                                                             
6931.331,1,0.74,4.14                                                                                                                             
6932.331,1,0.74,4.14                                                                                                                             
6933.331,1,0.74,4.141                                                                                                                            
6934.331,1,0.74,4.141                                                                                                                            
6935.331,1,0.74,4.141                                                                                                                            
6936.331,1,0.74,4.141                                                                                                                            
6937.331,1,0.74,4.142                                                                                                                            
6938.331,1,0.74,4.142                                                                                                                            
6939.331,1,0.74,4.142                                                                                                                            
6940.331,1,0.74,4.142                                                                                                                            
6941.331,1,0.74,4.143                                                                                                                            
6942.331,1,0.74,4.143                                                                                                                            
6943.331,1,0.74,4.143                                                                                                                            
6944.331,1,0.74,4.144                                                                                                                            
6945.331,1,0.74,4.144                                                                                                                            
6946.331,1,0.74,4.144                                                                                                                            
6947.331,1,0.74,4.145                                                                                                                            
6948.331,1,0.74,4.145                                                                                                                            
6949.331,1,0.74,4.145                                                                                                                            
6950.331,1,0.74,4.146                                                                                                                            
6951.331,1,0.74,4.146                                                                                                                            
6952.331,1,0.74,4.146                                                                                                                            
6953.331,1,0.74,4.146                                                                                                                            
6954.331,1,0.74,4.147                                                                                                                            
6955.331,1,0.74,4.147                                                                                                                            
6956.331,1,0.74,4.147                                                                                                                            
6957.331,1,0.74,4.147                                                                                                                            
6958.331,1,0.74,4.148                                                                                                                            
6959.331,1,0.74,4.148                                                                                                                            
6960.331,1,0.74,4.148                                                                                                                            
6961.331,1,0.74,4.149                                                                                                                            
6962.331,1,0.74,4.149                                                                                                                            
6963.331,1,0.74,4.149                                                                                                                            
6964.331,1,0.74,4.15                                                                                                                             
6965.331,1,0.74,4.15                                                                                                                             
6966.331,1,0.74,4.15                                                                                                                             
6967.331,1,0.74,4.151                                                                                                                            
6968.331,1,0.74,4.151                                                                                                                            
6969.331,1,0.74,4.151                                                                                                                            
6970.331,1,0.74,4.152                                                                                                                            
6971.331,1,0.74,4.152                                                                                                                            
6972.331,1,0.74,4.152                                                                                                                            
6973.331,1,0.74,4.153                                                                                                                            
6974.331,1,0.74,4.153                                                                                                                            
6975.331,1,0.74,4.153                                                                                                                            
6976.331,1,0.74,4.153                                                                                                                            
6977.331,1,0.74,4.153                                                                                                                            
6978.331,1,0.74,4.154                                                                                                                            
6979.331,1,0.74,4.154                                                                                                                            
6980.331,1,0.74,4.155                                                                                                                            
6981.331,1,0.74,4.155                                                                                                                            
6982.331,1,0.74,4.155                                                                                                                            
6983.331,1,0.74,4.155                                                                                                                            
6984.331,1,0.74,4.156                                                                                                                            
6985.331,1,0.74,4.156                                                                                                                            
6986.331,1,0.74,4.156                                                                                                                            
6987.331,1,0.74,4.156                                                                                                                            
6988.331,1,0.74,4.157                                                                                                                            
6989.331,1,0.74,4.157                                                                                                                            
6990.331,1,0.74,4.158                                                                                                                            
6991.331,1,0.74,4.158                                                                                                                            
6992.331,1,0.74,4.158                                                                                                                            
6993.331,1,0.74,4.159                                                                                                                            
6994.331,1,0.74,4.159                                                                                                                            
6995.331,1,0.74,4.159                                                                                                                            
6996.331,1,0.74,4.16                                                                                                                             
6997.331,1,0.74,4.16                                                                                                                             
6998.331,1,0.74,4.16                                                                                                                             
6999.331,1,0.74,4.161                                                                                                                            
7000.331,1,0.74,4.161                                                                                                                            
7001.331,1,0.74,4.161                                                                                                                            
7002.331,1,0.74,4.161                                                                                                                            
7003.331,1,0.74,4.162                                                                                                                            
7004.331,1,0.74,4.162                                                                                                                            
7005.331,1,0.74,4.163                                                                                                                            
7006.331,1,0.74,4.163                                                                                                                            
7007.331,1,0.74,4.163                                                                                                                            
7008.331,1,0.74,4.163                                                                                                                            
7009.331,1,0.74,4.164                                                                                                                            
7010.331,1,0.74,4.164                                                                                                                            
7011.331,1,0.74,4.164                                                                                                                            
7012.331,1,0.74,4.164                                                                                                                            
7013.331,1,0.74,4.165                                                                                                                            
7014.331,1,0.74,4.165                                                                                                                            
7015.331,1,0.74,4.166                                                                                                                            
7016.331,1,0.74,4.166                                                                                                                            
7017.331,1,0.74,4.166                                                                                                                            
7018.331,1,0.74,4.167                                                                                                                            
7019.331,1,0.74,4.167                                                                                                                            
7020.331,1,0.74,4.167                                                                                                                            
7021.331,1,0.74,4.167                                                                                                                            
7022.331,1,0.74,4.168                                                                                                                            
7023.331,1,0.74,4.168                                                                                                                            
7024.331,1,0.74,4.168                                                                                                                            
7025.331,1,0.74,4.169                                                                                                                            
7026.331,1,0.74,4.169                                                                                                                            
7027.331,1,0.74,4.169                                                                                                                            
7028.331,1,0.74,4.17                                                                                                                             
7029.331,1,0.74,4.17                                                                                                                             
